School Name,Type,Budget,Size,Student Name,Grade,Math Score,Reading Score
Wilson High School,Charter,1319574,2283,Jeremy Clark,12th,84,89
Wilson High School,Charter,1319574,2283,Karen Clark,11th,84,79
Wilson High School,Charter,1319574,2283,Carla Davis,11th,92,75
Wilson High School,Charter,1319574,2283,Lawrence Hamilton,9th,77,92
Wilson High School,Charter,1319574,2283,Christina Walsh,12th,70,81
Wilson High School,Charter,1319574,2283,Renee Freeman,10th,80,88
Wilson High School,Charter,1319574,2283,Ricardo Rodriguez,9th,95,97
Wilson High School,Charter,1319574,2283,Michelle Farrell,9th,68,85
Wilson High School,Charter,1319574,2283,Kristin Clark,11th,84,97
Wilson High School,Charter,1319574,2283,Deborah Li,10th,96,99
Wilson High School,Charter,1319574,2283,Jamie Collins,9th,84,83
Wilson High School,Charter,1319574,2283,Shannon Rice,10th,81,83
Wilson High School,Charter,1319574,2283,Natalie Perry,12th,94,70
Wilson High School,Charter,1319574,2283,Rita Owens,10th,98,84
Wilson High School,Charter,1319574,2283,Daniel Blair,9th,97,95
Wilson High School,Charter,1319574,2283,Rachel Davis,10th,69,75
Wilson High School,Charter,1319574,2283,William Cook PhD,9th,73,87
Wilson High School,Charter,1319574,2283,Tracy Serrano,9th,99,76
Wilson High School,Charter,1319574,2283,Jade Hall,9th,92,77
Wilson High School,Charter,1319574,2283,Christine Morales,10th,72,75
Wilson High School,Charter,1319574,2283,Mark Rogers,10th,70,72
Wilson High School,Charter,1319574,2283,Robert Walker,10th,94,76
Wilson High School,Charter,1319574,2283,Andrea Clark,12th,82,77
Wilson High School,Charter,1319574,2283,Corey Anderson,12th,90,86
Wilson High School,Charter,1319574,2283,Brianna Sawyer,10th,97,98
Wilson High School,Charter,1319574,2283,Dwayne Jimenez,11th,82,87
Wilson High School,Charter,1319574,2283,Jacob Mckee,12th,70,81
Wilson High School,Charter,1319574,2283,Becky Davis,12th,75,85
Wilson High School,Charter,1319574,2283,Daniel Williams,11th,69,84
Wilson High School,Charter,1319574,2283,Anthony Ryan,10th,70,91
Wilson High School,Charter,1319574,2283,Natalie Baldwin,10th,73,80
Wilson High School,Charter,1319574,2283,Jeff Stephens,9th,82,84
Wilson High School,Charter,1319574,2283,Shawn Stone,11th,86,80
Wilson High School,Charter,1319574,2283,Ricky Simpson,11th,88,89
Wilson High School,Charter,1319574,2283,Terry Maddox,12th,72,85
Wilson High School,Charter,1319574,2283,Kent Simpson,12th,95,83
Wilson High School,Charter,1319574,2283,Martin Wu,10th,96,70
Wilson High School,Charter,1319574,2283,Holly Potter,9th,70,84
Wilson High School,Charter,1319574,2283,Cynthia Sharp,9th,96,83
Wilson High School,Charter,1319574,2283,Jesse Randall,12th,86,70
Wilson High School,Charter,1319574,2283,Sandra Mcmahon,10th,85,89
Wilson High School,Charter,1319574,2283,Todd Carroll,12th,88,86
Wilson High School,Charter,1319574,2283,Calvin Watson,9th,77,80
Wilson High School,Charter,1319574,2283,Anthony Jones,11th,74,81
Wilson High School,Charter,1319574,2283,Felicia Acevedo,12th,98,77
Wilson High School,Charter,1319574,2283,Patrick Dixon,9th,95,85
Wilson High School,Charter,1319574,2283,Curtis Rodriguez,9th,80,83
Wilson High School,Charter,1319574,2283,Lynn Humphrey,11th,70,70
Wilson High School,Charter,1319574,2283,Kelsey Brown,9th,69,78
Wilson High School,Charter,1319574,2283,Marcus Jones,12th,68,95
Wilson High School,Charter,1319574,2283,Briana Dyer,12th,79,89
Wilson High School,Charter,1319574,2283,Monica Ward,10th,98,87
Wilson High School,Charter,1319574,2283,Theresa Anderson,10th,96,89
Wilson High School,Charter,1319574,2283,Jonathan Villa,9th,89,88
Wilson High School,Charter,1319574,2283,Julie Clark,11th,85,86
Wilson High School,Charter,1319574,2283,Darlene Todd,11th,90,78
Wilson High School,Charter,1319574,2283,Lisa Marshall,11th,75,82
Wilson High School,Charter,1319574,2283,Amanda Anthony,11th,76,73
Wilson High School,Charter,1319574,2283,Kristina White MD,10th,89,97
Wilson High School,Charter,1319574,2283,Christopher Juarez,9th,85,81
Wilson High School,Charter,1319574,2283,Charles Lopez,10th,78,96
Wilson High School,Charter,1319574,2283,Lindsey Wall,11th,98,82
Wilson High School,Charter,1319574,2283,Roy Hernandez,10th,81,89
Wilson High School,Charter,1319574,2283,Erica Stone,9th,76,88
Wilson High School,Charter,1319574,2283,Mary Kelly,11th,93,91
Wilson High School,Charter,1319574,2283,Karen Douglas,12th,96,89
Wilson High School,Charter,1319574,2283,William Pittman,11th,85,83
Wilson High School,Charter,1319574,2283,Lawrence Sanchez,10th,68,78
Wilson High School,Charter,1319574,2283,Danielle Maldonado,9th,72,82
Wilson High School,Charter,1319574,2283,Jason Clark,11th,96,80
Wilson High School,Charter,1319574,2283,Erin Simmons,10th,83,82
Wilson High School,Charter,1319574,2283,Kurt Reed,10th,98,89
Wilson High School,Charter,1319574,2283,Tammy Carter,10th,99,76
Wilson High School,Charter,1319574,2283,Steven Bonilla,12th,88,89
Wilson High School,Charter,1319574,2283,Cindy Rodriguez,9th,91,99
Wilson High School,Charter,1319574,2283,Natasha Rodriguez,12th,84,75
Wilson High School,Charter,1319574,2283,Jill Porter,11th,86,69
Wilson High School,Charter,1319574,2283,Donna Dickerson,12th,94,78
Wilson High School,Charter,1319574,2283,Andrea Coleman,11th,89,86
Wilson High School,Charter,1319574,2283,Eric Jones,9th,98,88
Wilson High School,Charter,1319574,2283,Angela Johnson,12th,85,72
Wilson High School,Charter,1319574,2283,Pam Davis,10th,75,84
Wilson High School,Charter,1319574,2283,Derek Pitts,10th,75,86
Wilson High School,Charter,1319574,2283,Vicki Stein,9th,73,91
Wilson High School,Charter,1319574,2283,Mackenzie Michael,9th,89,71
Wilson High School,Charter,1319574,2283,Chelsea Reed,11th,82,95
Wilson High School,Charter,1319574,2283,Karen Garcia,10th,75,85
Wilson High School,Charter,1319574,2283,Angel Nunez,12th,81,77
Wilson High School,Charter,1319574,2283,Michael Newman,12th,93,82
Wilson High School,Charter,1319574,2283,Ronald Santiago,11th,77,90
Wilson High School,Charter,1319574,2283,Shelley Dominguez,11th,71,73
Wilson High School,Charter,1319574,2283,Jason Luna,12th,71,78
Wilson High School,Charter,1319574,2283,Brandon Reese,9th,80,75
Wilson High School,Charter,1319574,2283,Corey Robinson,9th,89,89
Wilson High School,Charter,1319574,2283,Katie Kim,10th,79,77
Wilson High School,Charter,1319574,2283,Jonathan Mckenzie,9th,90,97
Wilson High School,Charter,1319574,2283,Julia Matthews,10th,99,75
Wilson High School,Charter,1319574,2283,Alicia Price,10th,99,85
Wilson High School,Charter,1319574,2283,Joel Taylor,9th,81,75
Wilson High School,Charter,1319574,2283,Mary Wood,10th,98,84
Wilson High School,Charter,1319574,2283,Susan Jones,12th,90,94
Wilson High School,Charter,1319574,2283,Tonya Henry MD,11th,78,85
Wilson High School,Charter,1319574,2283,Ann Knox,10th,70,91
Wilson High School,Charter,1319574,2283,Ronald Erickson,11th,89,99
Wilson High School,Charter,1319574,2283,Richard Pena,12th,71,97
Wilson High School,Charter,1319574,2283,Johnny Valenzuela,9th,69,83
Wilson High School,Charter,1319574,2283,Jacob Cruz,9th,94,82
Wilson High School,Charter,1319574,2283,Robert Sanders PhD,12th,69,70
Wilson High School,Charter,1319574,2283,Jamie David,12th,68,97
Wilson High School,Charter,1319574,2283,Lawrence Franklin,9th,79,97
Wilson High School,Charter,1319574,2283,Haley Hicks,11th,91,89
Wilson High School,Charter,1319574,2283,Chelsea Irwin,9th,92,70
Wilson High School,Charter,1319574,2283,Jose Evans,9th,94,72
Wilson High School,Charter,1319574,2283,Danielle Cook,10th,91,96
Wilson High School,Charter,1319574,2283,Kathleen King,11th,78,85
Wilson High School,Charter,1319574,2283,Wyatt Roberts,9th,87,78
Wilson High School,Charter,1319574,2283,Amanda Bell,9th,74,77
Wilson High School,Charter,1319574,2283,Timothy Miller,11th,91,85
Wilson High School,Charter,1319574,2283,Sharon Brown,9th,69,79
Wilson High School,Charter,1319574,2283,Lauren Cameron,9th,89,88
Wilson High School,Charter,1319574,2283,Matthew Flores,9th,92,75
Wilson High School,Charter,1319574,2283,Mark Warren,12th,79,94
Wilson High School,Charter,1319574,2283,Angelica Smith,11th,80,96
Wilson High School,Charter,1319574,2283,Jason Clark,11th,85,92
Wilson High School,Charter,1319574,2283,Cynthia Kelley,9th,93,90
Wilson High School,Charter,1319574,2283,Ashley White,12th,89,84
Wilson High School,Charter,1319574,2283,Noah Herrera Jr.,10th,68,71
Wilson High School,Charter,1319574,2283,Matthew Murphy,11th,80,93
Wilson High School,Charter,1319574,2283,Benjamin Freeman,10th,71,90
Wilson High School,Charter,1319574,2283,Douglas Goodman,10th,79,69
Wilson High School,Charter,1319574,2283,Tamara Jefferson,11th,89,71
Wilson High School,Charter,1319574,2283,Brittney Olson,9th,96,78
Wilson High School,Charter,1319574,2283,Angela Johnston,9th,83,99
Wilson High School,Charter,1319574,2283,Tracy Haas,10th,69,93
Wilson High School,Charter,1319574,2283,Sandra Castillo,11th,86,88
Wilson High School,Charter,1319574,2283,Hannah Khan,9th,98,69
Wilson High School,Charter,1319574,2283,Christine Stephenson,9th,80,86
Wilson High School,Charter,1319574,2283,Mark Casey,10th,80,72
Wilson High School,Charter,1319574,2283,Melissa Cole,9th,73,91
Wilson High School,Charter,1319574,2283,Victoria Hayden,10th,88,85
Wilson High School,Charter,1319574,2283,Jeffrey Davis,11th,73,93
Wilson High School,Charter,1319574,2283,Gordon Espinoza,10th,81,95
Wilson High School,Charter,1319574,2283,Joshua Jones,12th,95,94
Wilson High School,Charter,1319574,2283,Angela Watson,9th,91,93
Wilson High School,Charter,1319574,2283,Brittany Anderson,11th,79,88
Wilson High School,Charter,1319574,2283,Johnny Stout,10th,98,72
Wilson High School,Charter,1319574,2283,Madison Cruz,12th,96,70
Wilson High School,Charter,1319574,2283,Sheila Santiago,10th,80,87
Wilson High School,Charter,1319574,2283,Kevin Lara,9th,93,80
Wilson High School,Charter,1319574,2283,John Stewart,9th,81,79
Wilson High School,Charter,1319574,2283,Adrian Delacruz,9th,78,70
Wilson High School,Charter,1319574,2283,Linda Marshall MD,11th,74,71
Wilson High School,Charter,1319574,2283,James Wiley,10th,76,82
Wilson High School,Charter,1319574,2283,Julia Tucker,12th,88,91
Wilson High School,Charter,1319574,2283,Anne Mosley,12th,79,90
Wilson High School,Charter,1319574,2283,Glenn Miller,10th,86,73
Wilson High School,Charter,1319574,2283,Dennis Daniels,9th,90,78
Wilson High School,Charter,1319574,2283,Gina King,9th,87,79
Wilson High School,Charter,1319574,2283,Gregory Baker,10th,73,79
Wilson High School,Charter,1319574,2283,James Davis MD,11th,99,86
Wilson High School,Charter,1319574,2283,Jon Moore,11th,91,97
Wilson High School,Charter,1319574,2283,Anthony Juarez,10th,85,72
Wilson High School,Charter,1319574,2283,John Williams,9th,88,77
Wilson High School,Charter,1319574,2283,Thomas White,9th,81,92
Wilson High School,Charter,1319574,2283,Ashley Mann,10th,68,74
Wilson High School,Charter,1319574,2283,Michael Vargas,12th,72,98
Wilson High School,Charter,1319574,2283,Becky Garza,10th,95,83
Wilson High School,Charter,1319574,2283,Kelly Willis,9th,81,82
Wilson High School,Charter,1319574,2283,Stephanie Jones,12th,73,79
Wilson High School,Charter,1319574,2283,Sydney Taylor,9th,88,72
Wilson High School,Charter,1319574,2283,Steven Holt,9th,93,92
Wilson High School,Charter,1319574,2283,Hailey Scott,10th,96,93
Wilson High School,Charter,1319574,2283,Barbara Nicholson,11th,97,77
Wilson High School,Charter,1319574,2283,Eric Anderson,12th,95,89
Cabrera High School,Charter,1081356,1858,Olivia Short,11th,94,94
Cabrera High School,Charter,1081356,1858,Kerry Jones,9th,97,98
Cabrera High School,Charter,1081356,1858,Bruce Jackson,12th,83,78
Cabrera High School,Charter,1081356,1858,Amy Green,12th,92,89
Cabrera High School,Charter,1081356,1858,Melanie Mason,12th,71,96
Cabrera High School,Charter,1081356,1858,Donna Knapp,10th,72,82
Cabrera High School,Charter,1081356,1858,Dylan Elliott,12th,97,95
Cabrera High School,Charter,1081356,1858,Renee Randall,10th,70,99
Cabrera High School,Charter,1081356,1858,Dennis Castaneda,11th,89,86
Cabrera High School,Charter,1081356,1858,Nicole Petersen,9th,96,86
Cabrera High School,Charter,1081356,1858,Michael Curry,10th,99,89
Cabrera High School,Charter,1081356,1858,Joseph Evans,11th,84,95
Cabrera High School,Charter,1081356,1858,Dawn Gilbert MD,10th,82,79
Cabrera High School,Charter,1081356,1858,William Vasquez,9th,69,72
Cabrera High School,Charter,1081356,1858,Selena West,10th,70,90
Cabrera High School,Charter,1081356,1858,Shawn Jackson,11th,95,89
Cabrera High School,Charter,1081356,1858,Jason Gardner,9th,84,73
Cabrera High School,Charter,1081356,1858,Charles Odonnell,10th,98,80
Cabrera High School,Charter,1081356,1858,Isaiah Marshall,9th,94,92
Cabrera High School,Charter,1081356,1858,Juan Ibarra,11th,68,77
Cabrera High School,Charter,1081356,1858,Christopher Anderson,10th,70,70
Cabrera High School,Charter,1081356,1858,Christopher Carter,12th,68,94
Cabrera High School,Charter,1081356,1858,Susan Hernandez,10th,79,95
Cabrera High School,Charter,1081356,1858,Mary Powell,10th,68,71
Cabrera High School,Charter,1081356,1858,Benjamin Mcgee,9th,81,93
Cabrera High School,Charter,1081356,1858,Melissa Barker,10th,82,82
Cabrera High School,Charter,1081356,1858,Joshua Mercado,10th,71,75
Cabrera High School,Charter,1081356,1858,Steven Perez,10th,94,87
Cabrera High School,Charter,1081356,1858,Lindsey Lee,11th,76,95
Cabrera High School,Charter,1081356,1858,Melissa Martin,10th,94,70
Cabrera High School,Charter,1081356,1858,Michael Harris,12th,86,88
Cabrera High School,Charter,1081356,1858,Jason Cabrera,9th,85,95
Cabrera High School,Charter,1081356,1858,Amanda White,10th,93,73
Cabrera High School,Charter,1081356,1858,Todd Wade,9th,87,73
Cabrera High School,Charter,1081356,1858,Kevin Young,10th,71,75
Cabrera High School,Charter,1081356,1858,Thomas Woodard,10th,73,87
Cabrera High School,Charter,1081356,1858,John Cooper,9th,71,77
Cabrera High School,Charter,1081356,1858,Nicole Evans,11th,81,83
Cabrera High School,Charter,1081356,1858,Ronnie Hoffman,11th,88,94
Cabrera High School,Charter,1081356,1858,James Cruz,12th,68,86
Cabrera High School,Charter,1081356,1858,Danielle Smith,10th,80,91
Cabrera High School,Charter,1081356,1858,Joseph King,11th,69,90
Cabrera High School,Charter,1081356,1858,Theresa Fuller,9th,91,77
Cabrera High School,Charter,1081356,1858,Kendra Chambers,9th,79,99
Cabrera High School,Charter,1081356,1858,Dr. Dennis Andrews,11th,68,83
Cabrera High School,Charter,1081356,1858,Julie Harris,12th,92,78
Cabrera High School,Charter,1081356,1858,Jaime Brooks,11th,90,84
Cabrera High School,Charter,1081356,1858,Christine Miller,9th,91,87
Cabrera High School,Charter,1081356,1858,Julie Wells,12th,77,70
Cabrera High School,Charter,1081356,1858,Courtney Ramirez,11th,79,69
Cabrera High School,Charter,1081356,1858,Jeffrey Owens,10th,85,88
Cabrera High School,Charter,1081356,1858,Michael West,11th,71,72
Cabrera High School,Charter,1081356,1858,Mr. John Evans,10th,69,79
Cabrera High School,Charter,1081356,1858,Craig Fernandez,12th,77,96
Cabrera High School,Charter,1081356,1858,Gary Wise,9th,86,73
Cabrera High School,Charter,1081356,1858,Gregory Walton,12th,78,94
Cabrera High School,Charter,1081356,1858,Shelly Foley,10th,96,89
Cabrera High School,Charter,1081356,1858,Ashley Fleming,11th,78,99
Cabrera High School,Charter,1081356,1858,Lisa Burke,10th,75,70
Cabrera High School,Charter,1081356,1858,Brian Oneal,12th,95,69
Cabrera High School,Charter,1081356,1858,Lisa David,11th,84,87
Cabrera High School,Charter,1081356,1858,Dylan Bradley,9th,97,90
Cabrera High School,Charter,1081356,1858,Susan Leonard,12th,75,98
Cabrera High School,Charter,1081356,1858,Mr. Michael Brooks,11th,72,94
Cabrera High School,Charter,1081356,1858,Darius Thomas,12th,90,99
Cabrera High School,Charter,1081356,1858,Adrian Smith,12th,77,77
Cabrera High School,Charter,1081356,1858,Matthew Wilson,9th,92,91
Cabrera High School,Charter,1081356,1858,Cory Reeves,9th,70,70
Cabrera High School,Charter,1081356,1858,Linda Lyons,12th,73,88
Cabrera High School,Charter,1081356,1858,Shannon Ortiz MD,12th,94,93
Cabrera High School,Charter,1081356,1858,Jaime Cunningham,11th,97,91
Cabrera High School,Charter,1081356,1858,Kenneth Howard,9th,85,76
Cabrera High School,Charter,1081356,1858,Daniel Baker,9th,95,91
Cabrera High School,Charter,1081356,1858,Lee Griffin,10th,70,87
Cabrera High School,Charter,1081356,1858,Vickie Rice,12th,99,92
Cabrera High School,Charter,1081356,1858,Jesus Thompson,10th,86,87
Cabrera High School,Charter,1081356,1858,John Lambert,10th,89,91
Cabrera High School,Charter,1081356,1858,Emily Short,10th,82,98
Cabrera High School,Charter,1081356,1858,Brett Trujillo,10th,95,82
Cabrera High School,Charter,1081356,1858,Tonya Lewis,10th,76,82
Cabrera High School,Charter,1081356,1858,Bonnie Miller,12th,74,93
Cabrera High School,Charter,1081356,1858,Tara Bishop,11th,86,85
Cabrera High School,Charter,1081356,1858,Bryan Blackwell,12th,91,91
Cabrera High School,Charter,1081356,1858,Ashley Jones,9th,80,95
Cabrera High School,Charter,1081356,1858,Holly Stephens,12th,80,92
Cabrera High School,Charter,1081356,1858,Suzanne Kelly,12th,80,76
Cabrera High School,Charter,1081356,1858,Richard Lloyd,9th,87,74
Cabrera High School,Charter,1081356,1858,Daniel Carr,11th,74,73
Cabrera High School,Charter,1081356,1858,Jonathan Diaz,12th,86,83
Cabrera High School,Charter,1081356,1858,Michael Moore,9th,81,97
Cabrera High School,Charter,1081356,1858,Lisa Jones,12th,78,81
